Client Detail,,License Detail,,,,,,,Year 1,,,,Year 2,,,,Year 3,,,,,,,,,,,User Ddetail,,,,,,,,,,,,,
Brand,Billing Detail,Player Name,CMS Version ,ID,Screen,Physical,License,Status,IV 1,Period 1,Start 1,End 1,IV 2,Period2,Start 2,End 2,IV 3,Period 3,Start 3,End 3,IV 4,Period 4,Start 4,End 4,Active ,Exp,Alert,Registered Account,Password,Player SKU,Note,Note 2,Account Link,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Bkt Mertajam MC-EN 1- SF,,317,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Bkt Mertajam MC-EN 2 - P3 (Hotlink),,318,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Bkt Mertajam MC-EN 3 - Demo TV,,319,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
unknown,unknown,unknown,,1,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Wastah,,,,,,,,
unknown,unknown,unknown,,2,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Wastah,,,,,,,,
unknown,unknown,unknown,,3,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Wastah,,,,,,,,
unknown,unknown,unknown,,4,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,5,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,6,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,7,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,8,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,9,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,10,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,11,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,12,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,13,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,15,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,16,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,18,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,19,,n/a,CS Play,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
unknown,unknown,unknown,,1,1,n/a,CS SignHub,5 Unknown,n/a,0,2/5/2025,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,xxxxxxx,#N/A,-empty-,,,Scala,,,,,,,,
Seni Jaya,Vision OOH,Unit2_Unit5,4.3.0+build-auto,178,4,1152x576,CS Play,1 Online/Offline,"IX24-55, PR92",17,1/7/2024,31/12/2025,IX25-351,12,1/1/2026,31/12/2026,,,,,,,,,31/12/2026,220.00,NO,edgarlim+csplay@aims-research.com,#N/A,CMP0063,,,CS Play (cityscreen.cloud),,,,,,,,
Seni Jaya,Vision OOH,Unit1,4.3.0+build-auto,179,1,288x576,CS Play,1 Online/Offline,"IX24-55, PR92",17,1/7/2024,31/12/2025,IX25-351,12,1/1/2026,31/12/2026,,,,,,,,,31/12/2026,220.00,NO,edgarlim+csplay@aims-research.com,#N/A,CMP0062,,,CS Play (cityscreen.cloud),,,,,,,,
TM,TM Technology Services,Unifi KLCC,,,1,n/a,Intuiface I/active,3 Archive,IX53-23,24,12/7/2023,12/7/2025,,,,,,,,,,,,,12/7/2025,-317.00,NO,lexus@click-ix.com,#N/A,tbc 6,Lift & Learn - PR0094 13/2/25 - 11/7/25,,Share & Deploy | My Intuiface,,,,,,,,
TM,TM Technology Services,Unifi KLCC,,,1,n/a,Intuiface I/active,3 Archive,IX53-23,24,12/7/2023,12/7/2025,,,,,,,,,,,,,12/7/2025,-317.00,NO,lexus@click-ix.com,#N/A,tbc 5,"Lift & Learn - PR0094 13/2/25 - 11/7/25
Tied to Lexus' Intuiface Composer",,Share & Deploy | My Intuiface,,,,,,,,
Q-Tech Vietnam,Q-Tech Vietnam,"U Silk City, Hanoi Vietnam",,54,,1920x1080,CS SignHub,4 Test,n/a,15,9/1/2024,2/5/2025,,,,,,,,,,,,,2/5/2025,-388.00,NO,bryant_m@q-techvietnam.com,#N/A,-empty-,,,Scala,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Bkt Mertajam MC-EN 4 - P2 (Postpaid),,321,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Bkt Mertajam MC-EN 5 - MIRA,,320,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Bkt Mertajam MC-EN 6 - P1 (Back),,322,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,"AEON Bukit Indah, JB MEP-EN 1 - P2 (Postpaid)",,561,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,"AEON Bukit Indah, JB MEP-EN 2 - SF",,560,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Bukit Tinggi MEP-EN 1 - SF,,372,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Loreal,Acrylic Signature Trading ,TRXWatson_LorealSerumBar,unknown 90/3.2.0,17,1,1280x800,CS SignHub,1 Online/Offline,XI24-76,12,16/11/2024,16/11/2025,,,,,IX25-280,12,16/11/2025,16/11/2026,,,,,16/11/2026,175.00,NO,signhub@click-ix.com,#N/A,Built-In Android,red one : never installed,,CS SignHub (cityscreen.cloud),,,,,,,,
Loreal,Acrylic Signature Trading ,TRXWatson_LorealHair,unknown 91/3.2.1,20,1,1920x1080,CS SignHub,6 Not Tracked,"IX24-0007,QT118",12,22/1/2024,22/1/2025,,,,,IX25-280,12,16/11/2025,16/11/2026,,,,,16/11/2026,175.00,NO,signhub@click-ix.com,#N/A,-empty-,,,Scala,,,,,,,,
Loreal,Acrylic Signature Trading ,TRXGuardian_MaybellineMakeUpSt,unknown 90/3.2.0,25,1,1920x1080,CS SignHub,1 Online/Offline,XI24-76,12,16/11/2024,16/11/2025,,,,,IX25-280,12,16/11/2025,16/11/2026,,,,,16/11/2026,175.00,NO,signhub@click-ix.com,#N/A,Built-In Android,"43"" vertical",,CS SignHub (cityscreen.cloud),,,,,,,,
Maybelline,Acrylic Signature Trading ,TRXGuardian_MaybellineLips,unknown 90/3.2.0,22,1,1280x800,CS SignHub,1 Online/Offline,XI24-76/IX25-0147,12,16/11/2025,16/11/2026,,,,,,,,,,,,,16/11/2026,175.00,NO,signhub@click-ix.com,#N/A,Built-In Android,,,CS SignHub (cityscreen.cloud),,,,,,,,
Maybelline,Acrylic Signature Trading ,TRXGuardian_MaybellineFace,unknown 90/3.2.0,28,1,1280x800,CS SignHub,1 Online/Offline,XI24-76/IX25-0147,12,16/11/2025,16/11/2026,,,,,,,,,,,,,16/11/2026,175.00,NO,signhub@click-ix.com,#N/A,Built-In Android,,,CS SignHub (cityscreen.cloud),,,,,,,,
Maybelline,Acrylic Signature Trading ,TRXGuardian_MaybellineEyes,unknown 90/3.2.0,23,1,1280x800,CS SignHub,1 Online/Offline,XI24-76/IX25-0147,12,16/11/2025,16/11/2026,,,,,,,,,,,,,16/11/2026,175.00,NO,signhub@click-ix.com,#N/A,Built-In Android,,,CS SignHub (cityscreen.cloud),,,,,,,,
Loreal,Acrylic Signature Trading ,TRXGuardian_Maybelline43V,unknown 90/3.2.0,24,1,1080x1920,CS SignHub,1 Online/Offline,XI24-76/IX25-0280,12,16/11/2024,16/11/2025,,,,,IX25-280,12,16/11/2025,16/11/2026,,,,,16/11/2026,175.00,NO,signhub@click-ix.com,#N/A,Built-In Android,"43"" horizontal",,CS SignHub (cityscreen.cloud),,,,,,,,
Colgate,Acrylic Signature Trading ,TRXGuardian_ColgateToothpaste,unknown 90/3.2.0,26,1,1920x1080,CS SignHub,1 Online/Offline,QT93/IX81-23,12,14/11/2023,14/11/2024,IX24-83,12,14/11/2024,14/11/2025,IX25-280,12,16/11/2025,16/11/2026,,,,,16/11/2026,175.00,NO,signhub@click-ix.com,#N/A,Built-In Android,"21"" horizontal","IX81-23, QT93",CS SignHub (cityscreen.cloud),,,,,,,,
Colgate,Acrylic Signature Trading ,TRXGuardian_ColgateToothbrush,unknown 90/3.2.0,27,1,1920x1080,CS SignHub,1 Online/Offline,QT93/IX81-23,12,14/11/2023,14/11/2024,IX24-83,12,14/11/2024,14/11/2025,IX25-280,12,16/11/2025,16/11/2026,,,,,16/11/2026,175.00,NO,signhub@click-ix.com,#N/A,Built-In Android,"21"" horizontal","IX81-23, QT93",CS SignHub (cityscreen.cloud),,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Bukit Tinggi MEP-EN 2 - Hotlink,,373,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Bukit Tinggi MEP-EN 3 - P2 (Postpaid),,374,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Bukit Tinggi MEP-EN 4 - P1 (Back),,375,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Cheras Selatan MEP-BM 1 - P1,,213,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Cheras Selatan MEP-BM 2 - Demo TV,,214,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Cheras Selatan MEP-BM 3 - Hotlink,,215,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Kinta City MC-EN 1 - MIRA,,360,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Kinta City MC-EN 2 - P1 (Zerolution),,359,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Kota Bahru MC-BM 1 - P1 (Hotlink),,198,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Kota Bahru MC-BM 2 - Demo TV,,199,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Kota Bahru MC-BM 3 - MIRA,,200,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Kuching MC-EN 1 - SF,,345,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Kuching MC-EN 2 - P3 (Hotlink),,346,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Aeon Mall,Kesion Malaysia Sdn Bhd,TmnEquine_DS 3,4.5.0+build-auto,213,1,1080x1920,CS Play,1 Online/Offline,QT257,12,1/1/2025,1/1/2026,IX26-0137,12,1/1/2026,31/12/2026,,,,,,,,,31/12/2026,220.00,NO,naim@kesion.co.jp,K3s10njp,KEPL-0032,,,CS Play (cityscreen.cloud),,,,,,,,
Aeon Mall,Kesion Malaysia Sdn Bhd,TmnEquine_DS 2,4.5.0+build-auto,212,1,1080x1920,CS Play,1 Online/Offline,QT257,12,1/1/2025,1/1/2026,IX26-0137,12,1/1/2026,31/12/2026,,,,,,,,,31/12/2026,220.00,NO,naim@kesion.co.jp,K3s10njp,KEPL-0031,,,CS Play (cityscreen.cloud),,,,,,,,
Aeon Mall,Kesion Malaysia Sdn Bhd,TmnEquine_DS 1,4.5.0+build-auto,211,1,1080x1920,CS Play,1 Online/Offline,QT257,12,1/1/2025,1/1/2026,IX26-0137,12,1/1/2026,31/12/2026,,,,,,,,,31/12/2026,220.00,NO,naim@kesion.co.jp,K3s10njp,KEPL-0030,,,CS Play (cityscreen.cloud),,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Kuching MC-EN 3 - P1 (Postpaid),,343,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Kuching MC-EN 4 - P2 (Business),,344,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Kuching MC-EN 5 - P2 (Accessories),,347,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Kulai Jaya MEP-EN,,550,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Maluri MEP-EN 1 - SF,,227,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Maluri MEP-EN 2 - Postpaid,,228,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Maluri MEP-EN 3 - Zerolution,,229,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Nilai MEP-BM 1 - SF,,582,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Nilai MEP-BM 2 - P3 (Fibre),,581,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Nilai MEP-BM 3 - P2 (Accessories),,583,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Rawang MEP-EN 1 - Hotlink,,253,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Rawang MEP-EN 2 - P1,,256,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Rawang MEP-EN 3 - P2 (2nd Left),,255,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Rawang MEP-EN 4 - SF,,254,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Seremban 2 MC-EN 1 - SF,,85,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Seremban 2 MC-EN 2 - P2 (Fibre),,81,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Seremban 2 MC-EN 3 - MIRA,,83,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Seremban 2 MC-EN 4 - P3 (Business),,84,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Seremban 2 MC-EN 5 - P2 (LED),,82,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Shah Alam MC-EN 1 - MIRA,,101,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Shah Alam MC-EN 2 - SF,,99,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Shah Alam MC-EN 3 - Demo TV,,98,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Shah Alam MC-EN 4 - P1,,97,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
Maxis,Maxis Broadband Sdn Bhd,AEON Shah Alam MC-EN 5 - Hotlink,,100,,,CS SignHub,1 Online/Offline,IX25-0028,36,1/4/2025,1/4/2028,,,,,,,,,,,,,1/4/2028,677.00,NO,,,,,,,,,,,,,,
